bedrooms,building_size_m2,bathrooms,carports,price_in_rp,floor_count,url,building_age,city,certificate,electricity_power,land_size_m2,property_condition,district,location,description,title
2,150 m²,3,,Rp 145 Juta/tahun,2,https://www.rumah123.com/properti/badung/hor39251834/,,Badung,SHM,3500 Watt,159 m²,Bagus,Kerobokan,"Kerobokan, Badung","Rumah Disewa Badung Rumah 2 Lantai ini cocok untuk hunian pribadi, keluarga atau ekspatriat yang mencari hunian yang tenang, Nyaman, jauh dari kebisingan namun tetap mudah akses ke Pusat Kota maupun destinasi wisata.

Spesifikasi Properti:

Luas Tanah: 159 m²
Luas Bangunan: 150 m²
Dimensi: 7 x 17 meter
Arah Hadap: Utara
Sertifikat: SHM (Sertifikat Hak Milik)

Akses Jalan: 6 meter (bisa dilalui 2 mobil)

Hanya 50 meter ke Jl. Raya Semer, Kerobokan

Fasilitas Rumah:

2 Lantai
2 Kamar Tidur, termasuk kamar utama yang luas di lantai atas dengan bathtub
3 Kamar Mandi
Ruang Tamu & Ruang Makan
Dapur modern dengan kompor tanam

Wooden Ceiling yang menambah kesan hangat dan mewah

Full Furnished :
3 AC, 2 Kipas Ceiling, Water Heater

Pet Friendly : hewan peliharaan diperbolehkan 

Listrik: 3500 watt
Air: Sumur + PAM

Taman Tropical

Garasi untuk 1 mobil

Lokasi Premium:

Berada di kawasan perumahan elite & tenang

Dekat ke Bandara Internasional Ngurah Rai

Dikelilingi sekolah-sekolah lokal & internasional

Dekat ke kawasan wisata populer: 
Seminyak
Umalas
Petitenget
Canggu
Terkenal dengan pantai yang indah, beach club, fashion & mode, serta kuliner berkelas international.

Harga Sewa Rp. 145 juta / tahun
Security Deposit 10%

Tertarik sewa? 
Hubungi kami sekarang untuk info lebih lengkap dan jadwal survei!","Rumah Tropical 2 Lantai 2 Br - Siap Huni, Full Furnished, Pet Friendly, Lokasi Strategis Di Kerobokan, Kuta Utara"
4,600 m²,3,4,Rp 600 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-selatan/hor39130963/,,Jakarta Selatan,SHM,Lainnya,800 m²,,Cilandak,"Cilandak, Jakarta Selatan","close to French School and others International School
close to Tol Road Simatupang",homey and light house at quiet area
3,60 m²,2,,Rp 35 Juta/tahun,1,https://www.rumah123.com/properti/denpasar/hor39453984/,,Denpasar,SHM,Lainnya,70 m²,Bagus,Denpasar Timur,"Denpasar Timur, Denpasar","RUMAH 3 KAMAR LINGKUNGAN TENANG DEKAT HAYAM WURUK DENPASAR

berlokasi di Jl. Pakisaji, Desa Pemecutan Klod, Kecamatan Denpasar Timur, Kota Denpasar
Akses mudah:
- 5 menit menuju **Warung Guling Samsam, Sengka Kopi, Istana Taman Jepun**
- 10 menit menuju **RSU Wangaya, Trans Studio Mall, Pasar Badung**
- 15 menit menuju **Lapangan Renon, Level 21 Mall, Universitas Udayana Sudirman**
- 20 menit menuju **Pantai Sanur, Mall Bali Galeria, Bandara Ngurah Rai**

Spesifikasi:
Orientasi bangunan menghadap Selatan
Luas tanah 70 m²
Luas bangunan 60 m²
3 kamar tidur
2 kamar mandi

Fitur:
Listrik 2.200 VA
Air sumur bor
Garasi
Kanopi
Tanpa AC dan furniture 
Pagar 

Harga 35 juta pertahun 
Minimum sewa 2 tahun

Properti code
HSDT6718",RUMAH 3 KAMAR LINGKUNGAN TENANG DEKAT HAYAM WURUK DENPASAR
5,700 m²,4,,"Rp 1,2 Miliar/tahun",,https://www.rumah123.com/properti/jakarta-selatan/hor39155617/,,Jakarta Selatan,SHM,Lainnya,648 m²,Sudah Renovasi,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","- Lokasi Strategis di Kebayoran Baru
- Rumah 2 Lantai
- Kawasan  prime, tenang
- Jalan lebar 
-  Dekat ke Blok M
- Memiliki Swimming Pool Pribadi #225299","Rumah Siap Huni Di Area Tenang Di Kebayoran Baru, Jaksel"
4,170 m²,3,1,Rp 135 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-selatan/hor39335353/,,Jakarta Selatan,SHM,Lainnya,183 m²,Bagus,Tebet,"Tebet, Jakarta Selatan","Disewakan Rumah untuk kantor  Di Tebet Barat Dalam II Jakarta Selatan

lt 183m
lb 170m
kt 4
km 3
2 lantai
3.300watt
135jt/thn
Deposit 10jt",Disewakan Rumah Untuk Kantor Di Tebet Barat
4,450 m²,4,2,Rp 280 Juta/tahun,1,https://www.rumah123.com/properti/bandung/hor19172837/,,Bandung,SHM,7600 Watt,282 m²,Bagus,Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung","Hadap danau
LT282 LB450
KT4+2 KM4+1
Carport2
Fullfurnished

325jt/th",View Danau - Modern Mewah - Full Furnished Lb450 Kt4+2 Km4+1 Lt282
2,100 m²,2,,Rp 275 Juta/tahun,1,https://www.rumah123.com/properti/denpasar/hor39379057/,,Denpasar,SHM,2200 Watt,150 m²,Bagus,Sanur,"Sanur, Denpasar","DISEWAKAN VILLA BARU DI SANUR
Sewa Villa
JL KUTAT LESTARI - Denpasar
LT 150 LB 100
KT 2 KM 2
Listrik 2200
Rp 275.000.xxx 
Lain-lain
Hadap Timur

Disewakan Villa Di Sanur",DISEWAKAN VILLA BARU DI SANUR LOKASI STRATEGIS (18A)
7,1000 m²,8,4,"Rp 1,48 Miliar/tahun",1,https://www.rumah123.com/properti/jakarta-selatan/hor39194151/,,Jakarta Selatan,SHM,Lainnya,961 m²,Bagus,Kebayoran Baru,"Kebayoran Baru, Jakarta Selatan","Dijual/Disewa Rumah Eropa Klasik Area Kebayoran Baru

Luas tanah 961m2 
Luas bangunan 1.000m2
SHM 
Bangunan 2 lantai
Kamar tidur 7
Kamar mandi 8
Kamar tidur ART 3
Kamar mandi ART 2
Ruang tamu
Ruang keluarga
Dapur kering & basah
Listrik 33.000 watt
Halaman depan dan belakang 
Kolam renang 
Hadap Barat 
Garasi 3 mobil
Carport 4 mobil
Harga sewa USD 7.500 per bulan
Harga jual Rp 98.000.000.xxx nego

For More Info:
Liana
Principal Harcourts Property
0813-8500-0xxx",Disewakan dan Dijual Rumah Gaya Eropa Klasik Super Mewah Dan Luas di Kebayoran Baru
3,300 m²,3,2,Rp 250 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-selatan/hor39449568/,,Jakarta Selatan,SHM,Lainnya,130 m²,Bagus,Cilandak,"Cilandak, Jakarta Selatan","For Rent 
Rumah Dalam Townhouse Lingkungan Asri dan Terawat di Area Cilandak, Jakarta Selatan

Fullfurnished
Luas tanah +/- 130m2
Luas bangunan +/- 300m2. 
Kamar Tidur : 3 
Kamar Mandi : 3
Kamar tidur Pembantu : 3
Kamar mandi Pembantu : 1
Listrik 5500 prabayar
AC 7 unit. 
Tidak ada line telpon. 
Carport 2 mobil
Ada kolam renang untuk dipakai bersama
Ada CCTV dan security.
Price Rent : 250 Juta / Tahun",For Rent Rumah Mewah 3 Lantai Di Cilandak Jakarta Selatan
4,350 m²,3,3,Rp 350 Juta/tahun,4,https://www.rumah123.com/properti/jakarta-utara/hor39192557/,,Jakarta Utara,SHM,11000 Watt,250 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","DiSewakan Cepat :
Rumah Garden House
Pantai Indah Kapuk
Jakarta Utara
Ukuran : 10x25m2
Kamar Tidur ; 4+1
Kamar Mandi : 3+1
3,5 Lantai
Full Furnished
Ada Ruang Karoke
Hadap : Barat Daya

Harga : 350Juta / Tahun Nett
Minimal 2 Tahun","DiSewakan Rumah Garden House 10x25 PIK, Full Furnished"
3,145 m²,3,,Rp 125 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor39378854/,,Jakarta Utara,PPJB,Lainnya,60 m²,Bagus,Pantai Indah Kapuk 2,"Pantai Indah Kapuk 2, Jakarta Utara","Disewakan Rumah Pik2 Tahap 2 Ukuran 6x10 3 lantai Full Furnished!

Lokasi di Perumahan Tahap 2, Hunian Nyaman!

Luas Tanah: 60m
3 Kamar Tidur + 1 Kamar Pembantu
3 Kamar Mandi + 1 Kamar Mandi Pembantu
3 Lantai

Fully Furnished – Siap Huni!

Sewa 125jt/th
min 2 th

Lokasi Premium di PIK 2, dekat dengan fasilitas publik dan tempat hiburan!
Lingkungan Nyaman dan Aman, cocok untuk tempat tinggal jangka panjang!

Hubungi Sekarang! Jangan lewatkan kesempatan untuk menyewa rumah impian Anda!

More Info: 08819999xxx (Winston)
Languages: Bahasa Indonesia, English, Chinese (basic)",Disewakan Rumah Pik2 Uk 6x10 3 Lantai Fully Furnished Siap Huni!
4,115 m²,3,1,Rp 65 Juta/tahun,4,https://www.rumah123.com/properti/surabaya/hor39334882/,,Surabaya,SHM,3300 Watt,50 m²,Bagus,Wiyung,"Wiyung, Surabaya","Rumah 4 lantai di Wiyung, Surabaya.

Disewakan rumah di wilayah yang tenang dengan pemandangan permukiman warga. Properti 4 lantai bergaya minimalist modern ini berada di lingkungan Lokasi di Pusat Kota.

Kategorinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 3300 W
  - Hadap: Barat
  - Kondisi Perabotan: Semi Furnished

Tentunya properti ini layak untuk dimiliki karena:

  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Landmark.
  - Lokasi di Pusat Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Lokasi Strategis.
  - One Gate System.

Properti berikut telah lengkap dengan fasilitas:

  - Wastafel.
  - Pemanas Air.
  - Keamanan 24 jam.
  - Akses Parkir.
  - Kolam Renang.
  - One Gate System.
  - Tempat Laundry.
  - Masjid.
  - Taman.
  - CCTV.
  - Jalur Telepon.
  - Tempat Jemuran.
  - Jalur Telepon.
  - Tempat Jemuran.
  - Lapangan Tenis.
  - Lapangan Bulutangkis.

Keberadaan rumah berikut dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 65.000.000,- anda dapat langsung dapatkan rumah terbaik di daerah Wiyung ini.

Tersedia juga untuk rental period Yearly.",Disewakan Rumah Minimalis Modern 3 Lantai Royal Residence
5,140 m²,2,,Rp 40 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor39274297/,,Surabaya,SHM,5500 Watt,160 m²,Renovasi Minimum,Surabaya Kota,"Surabaya Kota, Surabaya","Nirwana Executive CC

LT 160 (8x20)
LB 140
KT 5 + 1 
KM 3
5500 watt
Pam
Selatan
Shm
Row jalan 3 mobil

Jual 2.5M
Sewa 40 jt/ thn

Hub: 
Willyam Tanaya - Winston One
081999005xxx",Nirwana Executive Blok Cc Kondisi Bagus
3,95 m²,2,1,Rp 85 Juta/tahun,2,https://www.rumah123.com/properti/semarang/hor39426749/,,Semarang,SHM,2200 Watt,144 m²,Bagus,BSB City,"BSB City, Semarang","Disewakan 
Rumah Lokasi Nyaman (dekat danau) Ivy Park Citraland BSB

- Luas tanah 144m2
- luas bangunan 95m2
- kamar tidur 3+1
- kamar mandi 2+1
- SHM
- Hadap timur
- Listrik 2200watt
- air artetis pengelolaan dari BSB
- carport 1
- 2AC

Harga 90 juta",Disewakan Rumah Lokasi Nyaman (dekat Danau) Ivy Park Citraland Bsb
4,300 m²,2,1,Rp 240 Juta/tahun,3,https://www.rumah123.com/properti/jakarta-utara/hor39376481/,,Jakarta Utara,SHM,Lainnya,120 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","DISEWA

Rumah di PIK
Luas bangunan: 120 m²
Jumlah lantai: 3 lantai + basement
Kamar tidur: 4+1
Kamar mandi: 2+1

Informasi tambahan:
	•	Semi furnish
	•	Rapi dan siap huni

Harga sewa: 235 juta per tahun


Hubungi | 联系人：
Vannez Cong
0859-5285-3xxx



TH150625",Rumah Siap Huni 3 Lantai Pik Mewah Pantai Indah Kapuk
1,200 m²,3,,Rp 175 Juta/tahun,1,https://www.rumah123.com/properti/surabaya/hor39452069/,,Surabaya,SHM,Lainnya,229 m²,Bagus,Tegalsari,"Tegalsari, Surabaya","DISEWAKAN 

Rumah di nol jalan raya Kartini
 
Cocok buat kantor, bank , cafe, klinik,  dsb

LT : 229m²
LB : 200m²
Dimensi : 8.5x27 
Hadap : Selatan
KM : 3
KT : 1 
SHM
PLN : 10.600
PDAM
Row jalan 4 mobil
Harga : 175 jt / Thn nego dikit
Minimal 2 tahun

Hub :
Eva | XM Harvest
081336444xxx",RUMAH USAHA DI NOL JALAN RAYA KARTINI
4,250 m²,3,2,Rp 150 Juta/tahun,2,https://www.rumah123.com/properti/surabaya/hor39277258/,,Surabaya,SHM,4400 Watt,580 m²,Renovasi Minimum,Surabaya Kota,"Surabaya Kota, Surabaya","Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Surabaya Kota, Surabaya.

Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 2 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang terjangkau.

Kondisi properti ini butuh minim renovasi dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di wilayah strategis.

Detail Properti ini adalah:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Daya Listrik: 4400 watt
  - Arah Bangunan: Menghadap Timur
  - Kondisi Perabotan: Unfurnished

Tersedia berbagai fasilitas lengkap, seperti:

  - Wastafel.
  - Keamanan 24 jam.
  - Masjid.
  - Tempat Laundry.
  - Akses Parkir.
  - Taman.
  - Taman.
  - Jalur Telepon.
  - Tempat Gym.

Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:

  - Dekat Sekolah Negeri.
  - Dekat Akses Bus Kota.
  - Dekat Akses Transjakarta.
  - Dekat Fasilitas Kesehatan.
  - Lokasi dipusat kota.
  - Dekat Pusat Bisnis.
  - Sejuk.
  - City View.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Lokasi Strategis.
  - Properti Eksklusif.

Lokasi Strategis terletak di Surabaya Kota, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.

Harga yang sangat kompetitif yaitu, Rp. 150.000.xxx, rumah sewa ini siap menjadi milik Anda!

Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",Disewakan Murah Rumah Pusat Kota Lokasi Strategis Jl .Nias
3,176 m²,3,2,Rp 145 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-utara/hor16536255/,,Jakarta Utara,HGB,4400 Watt,120 m²,Bagus,Pantai Indah Kapuk,"Pantai Indah Kapuk, Jakarta Utara","Golf Island PIK
Type Papyrus 8x15
Luas Tanah : 120m2
Luas Bangunan : 176m2
Kamar Tidur : 3+1
Kamar Mandi : 3+1
PPJB
Banyak Ukuran Lain

Spesialis Sewa Rumah Golf Island PIK

More Info :
Richard Infinite 
0812 9119 6xxx",Spesialis Sewa Rumah Golf Island Pik 8x15 / 8x20
5,500 m²,5,,"Rp 40,5 Juta per bulan",,https://www.rumah123.com/properti/jakarta-selatan/hor4560684/,,Jakarta Selatan,Lainnya,Lainnya,750 m²,,Kemang,"Kemang, Jakarta Selatan","Townhouse with 5 bedrooms, 5 bathrooms, swimming pool, and a big garden.
Located in Kemang area, with USD 3000 per month.

For further information and other alternatives, please call me Febe 0813 1122 9xxx

Thanks",Beautiful Townhouse  at Kemang
2,58 m²,1,,Rp 46 Juta/tahun,1,https://www.rumah123.com/properti/malang/hor39155820/,,Malang,SHM,1300 Watt,108 m²,,Soekarno Hatta,"Soekarno Hatta, Malang","Rumah Disewa Malang Disewakan Rumah include Furnish 

* Kondisi Terawat & Siap Huni
* Dekat Universitas Brawijaya, UIN dll
* Dekat Pertokoan, Perbankan, Kuliner
* Security 24 Jam","Rumah Furnish dekat UB, UIN di Permata Jingga, Suhat Malang"
3,96 m²,2,1,Rp 85 Juta per tahun,2,https://www.rumah123.com/properti/semarang/hor17026358/,,Semarang,SHM,3500 Watt,120 m²,Baru,BSB City,"BSB City, Semarang","Rumah baru gress, semi furnished",Disewakan rumah baru dua lantai dengan 3 kamar tidur di the miles BSB
5,210 m²,4,2,Rp 150 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor16141508/,,Tangerang,SHM,4400 Watt,180 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","DISEWAKAN Rumah Granada Alicante Gading Serpong

Lt 136m² ( 10x18 ) 
Lb 140m²

2 lantai
Kt 4 +1
Km 3+1
AC 4
2 Carport (dengan canopy kaca)

Harga sewa : 150 juta/thn nego",Disewakan Rumah Granada Alicante Gading Serpong
2,48 m²,1,,Rp 25 Juta/tahun,1,https://www.rumah123.com/properti/malang/hor39451998/,,Malang,SHM,1300 Watt,84 m²,Baru,Dau,"Dau, Malang","rumah terawat, siap Huni, ada deposit,kosongan, area tidar",DISEWAKAN RUMAH 1 LANTAI KOSONGAN TERAWAT SIAP HUNI DI BRIDGETOWN TIDAR MALANG
5,266 m²,4,2,Rp 250 Juta/tahun,2,https://www.rumah123.com/properti/tangerang-selatan/hor39333837/,,Tangerang Selatan,SHM,Lainnya,360 m²,Bagus,Serpong,"Serpong, Tangerang Selatan","For Rent
Rumah Cantik Siap Huni Di Lokasi Terpilih Bukit Golf BSD City , Cluster Fontainableau Golf Residence.
Lokasi Dekat Dengan Sekolah International Jakarta Nanyang School , Binus Int School , Saffana Islami School , SWA , Sampoerna Dll
Dekat Dengan Pusat Perbelanjaan BSD Plz , Teras Kota , ITC , The Breeze , AEON Mall Dll
Dekat DenganAkses Pintu Tol Bandara. 
Selangkah Menuju Damai Indah Golf Range
Lingkungan Aman , Nyaman , Asri Dan Bebas Banjir
Keamanan 24 Jam , Di Lengkapi Dengan Fasilitas Club House ( Swimming Pool ,Gym , Sauna , Lap Basket )
Harga Masih BISA NEGO
Hubungi :
ADE - Gading Pro
085693795xxx
085215311xxx",Rumah Cantik Siap Huni Di Lokasi Terpilih
2,88 m²,2,1,Rp 78 Juta/tahun,3,https://www.rumah123.com/properti/tangerang/hor39261798/,,Tangerang,PPJB,Lainnya,60 m²,Bagus,BSD,"BSD, Tangerang","DISEWAKAN
Smart home  3 lantai full furnish di Impresahaus Tabebuya BSD CITY Tangerang 

Luas tanah 60 m2 ( 6 X 10 ) 
Luas bangunan 88 m2 
Kamar Tidur 2 + 1
Smart function ( fungsi ruangan dapat disesuaikan 3 BR + productive space / 2 BR + productive space Xtra space 
Kamar mandi 2
Powder room 1 ( Toilet) 
Full Furnish : 
3 AC
Kulkas,
Water heater 
Kompor 2 tungku, 
Roller blind 
CCTV 
Smart door
Smart Light 
Carport 1
PAM 
Listrik 3500 watt

Harga 78 jt / tahun 
deposit  7 jt

Hubungi :
Evy lianawati
08158161xxx
( AT )",Rumah 3 Lantai Impresahaus Fullfurnish. Bsd
3,120 m²,2,1,Rp 35 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-timur/hor39324507/,,Jakarta Timur,HGB,2200 Watt,180 m²,Renovasi Minimum,Pondok Kelapa,"Pondok Kelapa, Jakarta Timur","Disewakan rumah dengan lingkungan bertetangga yang nyaman, semua kamar mendapat cahaya matahari, tambahan kamar ART dengan kamar mandinya sendiri","Kontrakan Rumah Pondok Kelapa, Jakarta Timur"
4,140 m²,2,1,Rp 35 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-timur/hor39422241/,,Jakarta Timur,SHM,2200 Watt,154 m²,Bagus,Cipayung,"Cipayung, Jakarta Timur","DI SEWAKAN RUMAH HUNIAN
alamat: Cilangkap Kec. Cipayung Jaktim.

HARGA SEWA PERTAHUN
Spesifikasi Rumah 1 Lantai:
*LT : 154m2
*LB : 150m2
*KT  : 4
*KM : 2
*SHM
*Atap baja ringan
*Genteng : M'class
*Batu Bata Jumbo
*Listrik : 2.200 watt
*Air Jetpam + Mesin Pendorong
*Toren air : 1.200 liter
*Akses mobil
*akses ke jalan Raya besar hanya 150 meter ke Jl. Raya Cilangkap Baru lewat angkot.",Di Sewakan Rumah Bagus Siap Huni Cilangkap Cipayung Jakarta Timur
2,70 m²,1,1,Rp 32 Juta/tahun,1,https://www.rumah123.com/properti/tangerang/hor39384317/,,Tangerang,SHM,Lainnya,122 m²,Bagus,BSD Nusaloka,"BSD Nusaloka, Tangerang","Rumah dalam cluster dekat Pasar Modern, kantor pos Nusa loka BSD dan tol BSD, dekat puskesmas dan sekolah Santa Ursula. Lokasi tenang aman dan bebas banjir. Halaman dwpan dan belakang luas.",Rumah Dalam.cluster Dekat.nusa.loka.bsd.tangsel
2,80 m²,2,2,Rp 52 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39289957/,,Tangerang,PPJB,Lainnya,72 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","Disewakan rumah Milano 
Rumah 2 Lantai
Lt 9x8, dengan ukuran rumah 5x8 dan ada tanah samping ukuran tanah 4x8 bisa buat parkir 
furnish interior
Jual 1.7m nego
Sewa 52jt nego
Sewa hbs 31 Agustus 25

Hln",Disewakan Rumah Cantik Di Cluster Milano
7,90 m²,7,,"Rp 47,2 Juta per bulan",,https://www.rumah123.com/properti/jakarta-selatan/hor4694926/,,Jakarta Selatan,Lainnya,,600 m²,,Kemang,"Kemang, Jakarta Selatan","Nice townhouse with big backyard and green pool for your children.and very quiet area for living.



for more information :

Please call Febe 0813 1122 9xxx...",luxury townhouse at puri sakti
3,72 m²,3,1,Rp 42 Juta/tahun,2,https://www.rumah123.com/properti/jakarta-timur/hor16969909/,,Jakarta Timur,SHM,Lainnya,52 m²,Bagus,Cilangkap,"Cilangkap, Jakarta Timur","*Disewakan Rumah cantik 2 lntai  bngunan lokasi dekat Taman Agrowisata Cilangkap,Mabes TNI Jakarta Timur*

2 Lantai
Lt.52m
Lb.72m


Kt 3
Km 3
Teras
Ruang tamu
Balkon
Dapur

Akses mobil

Lokasi :
Jalan damai 1, cilangkap- jaktim



Harga sewa : 42 juta/thun",Disewakan rumah cantik 2 lantai lokasi dekat lrt ciracas
4,200 m²,3,1,Rp 100 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor39319093/,,Tangerang,SHM,Lainnya,180 m²,Bagus,Gading Serpong,"Gading Serpong, Tangerang","Rumah 2 lantai di Gading Serpong, Tangerang.

For rent rumah di wilayah yang tenang dengan pemandangan Lokasi Pinggiran Kota. Properti 2 lantai ini berada di lingkungan strategis.

Spesifikasinya adalah sebagai berikut:

  - Kamar Tidur: 4
  - Kamar Mandi: 3
  - Sertifikat: SHM - Sertifikat Hak Milik
  - Kondisi Perabotan: Unfurnished

Tentunya properti ini layak untuk anda dapatkan karena:

  - Siap Huni.
  - Bebas Banjir.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Lokasi Pinggiran Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.

Lokasi rumah berikut mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.



Tersedia juga untuk rental period Yearly.","Disewakan Cepat Rumah Maxwell Rapih Siap Huni Gading Serpong Sangat Rapih Bersih No Bocor Posisi Jalan Utama Boulevard Lt. 180 (10x18) 180m2lb. 200 Full Renovkt. 4+1km. 3+1listrik 5500 Watt Semi Furnished : Gorden, Kitchen Set, Ac 4 Unit, Canopigarasi + C"
4,180 m²,3,2,Rp 110 Juta/tahun,1,https://www.rumah123.com/properti/jakarta-timur/hor19252565/,,Jakarta Timur,SHM,5500 Watt,300 m²,Bagus,Metland Menteng,"Metland Menteng, Jakarta Timur","Sewa


Cluster Teresta, Metland Menteng Hook 
Full furnished dengan perabot
Luas tanah : 300m2
Luas bangunan : 180m2
Kamar tidur : 4+1
Kamar mandi : 3
Listrik : 5500W
Hadap : barat & utara
Harga : 110jt/thn 
*MI",Rumah Full Furnished Cluster Metland Menteng Sewa Cepat Nego Sampai Jadi
2,45 m²,1,1,Rp 56 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor38878086/,,Tangerang,PPJB,Lainnya,40 m²,Bagus,BSD City,"BSD City, Tangerang","Disewakan 2BR (2 Kamar Tidur) Rumah di Cluster Fleekhauz R.

luas tanah 40 m2
luas bangunan 45 m2

Furnished
- ranjang dan matras

- lemari

meja belajar

sofa

- kompor

- kulkas

CCTV

Smart door lock

Lokasi perbatasan BSD dan Summarecon Gading Serpong.

5 menit ke QBig Mall dan Cartenz Mall

15 menit ke AEON BSD Mall

18 menit ke Summarecon Mall Serpong (SMS)

18 menit ke Living World Alam Sutra

Hrg sewa 56 jt nego",Rumah Furnish Siap Huni Di Fleekhauz R Bsd City
4,180 m²,3,1,Rp 175 Juta/tahun,2,https://www.rumah123.com/properti/tangerang/hor19428244/,,Tangerang,Lainnya,Lainnya,250 m²,Bagus,BSD Taman Provence,"BSD Taman Provence, Tangerang","Rumah 2 lantai di BSD Taman Provence, Tangerang.

Disewakan rumah di wilayah yang nyaman dengan pemandangan perkotaan. Properti 2 lantai bergaya modern ini berada di lingkungan yang mudah dijangkau.

Rinciannya adalah sebagai berikut:

  - Kamar Tidur: 4+1
  - Kamar Mandi: 3+1
  - Sertifikat: Lainnya
  - Kondisi Perabotan: Furnished

Tidak hanya itu, properti ini layak untuk anda dapatkan karena:

  - Full Furnished.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Pusat Perbelanjaan.
  - Dekat Universitas.
  - Dekat Landmark.

Properti berikut telah lengkap dengan fasilitas:

  - Wastafel.
  - Kitchen Set.
  - Kompor.
  - Keamanan 24 jam.
  - Taman.
  - Tempat Jemuran.
  - Taman.

Lokasi rumah berikut dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Dengan Rp. 14.583.333, anda dapat langsung dapatkan rumah istimewa di daerah BSD Taman Provence ini.

Tersedia juga untuk rental period Yearly.","Rumah di BSD Taman Provence, Bagus, Furnished"
