city,property_condition,building_size_m2,certificate,electricity_power,district,bathrooms,building_age,description,floor_count,carports,bedrooms,title,price_in_rp,land_size_m2,location,url
Jakarta Utara,Bagus,1000 m²,SHM,Lainnya,Pantai Indah Kapuk,3,,"Rumah Mewah PIK
LT 586m 
Bangunan 3.5 lantai
Furnish
Kolam Renang
Harga 39M nego

Herry Yang - Infinite Estate
Hp/Wa. 0856  8888  322",3,2,4,Rumah Mewah PIK Katamaran American Classic Pool Siap Huni (586m),Rp 38 Miliar,586 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos19396037/
Tangerang,Bagus,400 m²,SHM,11000 Watt,BSD The Green,3,,"DIJUAL RUMAH THE GREEN, BSD

✅ LT : 375 m2 (15x25)
✅ LB : 400 m2
✅ KT : 4+2 
✅ KM : 3 + 1 
✅ SHM 
✅ Listrik : 11.000 watt
▶️ Bonus :
- AC : 7 unit
- Solar Panel (PLTS) kapasitas 6.600 watt 
- ⁠Kitchen Set
- Full Furnish yang nempel semua ditinggal

Harga Rp 9 M (Nego) ✅‼️

hlbs",2,2,4,Rumah The Green BSD Full Furnished Bonus Solar Panel 6600 watt,Rp 9 Miliar,375 m²,"BSD The Green, Tangerang",https://www.rumah123.com/properti/tangerang/hos39373892/
Tangerang,Bagus,120 m²,SHM,2200 Watt,Gading Serpong,2,,"Dahlia Loka
Serpong Utara - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 120
LB 120
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke Sekolah Dasar Permata Bangsa
4 Menit ke SD Jaya Plus Montessori School
4 Menit ke Sekolah Dasar Negeri Paku Jaya 1
4 Menit ke Sekolah Dasar Plus Ar-Rahmaniyah
5 Menit ke Sekolah Dasar Negeri Pondok Jagung Timur
6 Menit ke SMP Harapan Bunda
6 Menit ke SMP Negeri 15 Kota Tangerang Selatan
9 Menit ke SMAN 7 Kota Tangerang Selatan
15 Menit ke SMA Negeri 9 Tangerang
15 Menit ke SMAN 3 Tangerang

7 Menit ke Pasar Tradisional Jelupang
8 Menit ke Pasar Modern Graha Raya
9 Menit ke Living World Alam Sutera
10 Menit ke Pasar Segar 88
10 Menit ke Mall @ Alam Sutera
15 Menit ke MALL WTC MATAHARI
15 Menit ke BSD Plaza
20 Menit ke Summarecon Mall Serpong

7 Menit ke RS Insan Permata Paku Jaya
9 Menit ke RS EMC Alam Sutera
9 Menit ke Brawijaya Hospital Tangerang
10 Menit ke RSU Serpong Utara
15 Menit ke Puskesmas Pondok Jagung
15 Menit ke Puskesmas Panunggangan
15 Menit ke RS Medika Lestari
20 Menit ke Rumah Sakit St. Carolus Summarecon Serpong

10 Menit ke Stasiun Jelupang
10 Menit ke Gerbang Tol Jelupang
15 Menit ke Gerbang Tol Kunciran 4
20 Menit ke Gerbang Tol Kunciran 8
20 Menit ke Stasiun Rawa Buntu
20 Menit ke Stasiun Tanah Tinggi
20 Menit ke Stasiun Jurang Mangu
20 Menit ke Terminal Bus Ciledug
20 Menit ke Terminal Bis AKAP Kreo
25 Menit ke Stasiun Sudimara
30 Menit ke Gerbang Tol Kunciran 3
30 Menit ke Gerbang Tol Kunciran 1


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,3,Rumah dekat  Summarecon Mall Serpong Siap Huni Dibantu KPR J27887,"Rp 2,45 Miliar",120 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos39341975/
Tangerang,Bagus,90 m²,SHM,2200 Watt,BSD,2,,"Perumahan Bukit Serpong Mas
Serpong Utara - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 120
LB 90
1 Lantai
2 Kamar Tidur
1 kamar Pembantu
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
8 Menit ke SDN PAKULONAN I
6 Menit ke SDN Pakulonan II
15 Menit ke SMPN 23 Tangerang
15 Menit ke SMP PGRI 396 Kelapa Dua
15 Menit ke SMAN 7 Kota Tangerang Selatan
15 Menit ke SMA Negeri 23 Kabupaten Tangerang

9 Menit ke Living World Alam Sutera
10 Menit ke Pasar 8 Alam Sutera

5 Menit ke RSU Serpong Utara
9 Menit ke RS EMC Alam Sutera
10 Menit ke Puskesmas Panunggangan
15 Menit ke Puskesmas Kelapa Dua
15 Menit ke Puskesmas Paku Alam
15 Menit ke Rumah Sakit St. Carolus Summarecon Serpong
25 Menit ke Puskesmas Cipondoh
25 Menit ke Puskesmas Lengkong Wetan

9 Menit ke Gerbang Tol Tangerang 2
10 Menit ke Gerbang Tol Karawaci 1
15 Menit ke Gerbang Tol Karawaci 2
15 Menit ke Terminal Bus Lippo Karawaci
15 Menit ke Gerbang Tol Karawaci 4
20 Menit ke Gerbang Tol Tangerang 1


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,2,Rumah LT 120 Hadap Selatan Siap KPR 15 Mnt ke BSD Plaza J23324,"Rp 1,44 Miliar",120 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos39317645/
Tangerang,Bagus,180 m²,SHM,2200 Watt,BSD,3,,"Perumahan Sunshine Villas
Pondok Aren - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 111
LB 180
2 Lantai
4 Kamar Tidur
3 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
2 Menit ke Sekolah Dasar Negeri Pondok Aren 02
2 Menit ke SDN 3 PONDOK AREN
5 Menit ke Sekolah Dasar Negeri Pondok Jaya 01
6 Menit ke Sekolah Dasar Islam Terpadu Matahari
2 Menit ke SMP PGRI 371 Pondok Aren
3 Menit ke SD & SMP Islam Plus Daarus Salaam
5 Menit ke SMP Negeri 12 Kota Tangerang Selatan
2 Menit ke SMA Kebangsaan Pondok Aren
4 Menit ke SMA Yadika 6 Pondok Aren
11 Menit ke SMAN 5 Kota Tangerang Selatan
13 Menit ke SMAN 10 TANGERANG SELATAN

8 Menit ke Transpark Mall Bintaro
12 Menit ke BTC Bintaro
11 Menit ke Heritage Lifestyle Hub Bintaro
12 Menit ke Bintaro Jaya Xchange Mall
26 Menit ke ITC BSD City
3 Menit ke Pasar Ceger
9 Menit ke Pasar Modern Bintaro Jaya
11 Menit ke Pasar Maharta

8 Menit ke RSIA Bina Medika Bintaro
10 Menit ke RS Premier Bintaro
7 Menit ke Rumah Sakit Aqidah
12 Menit ke Rumah Sakit Pondok Indah Bintaro Jaya
13 Menit ke Rumah Sakit Avisena
2 Menit ke Puskesmas Pondok Aren
7 Menit ke Puskesmas Jurang Mangu
13 Menit ke Puskesmas Parigi

19 Menit ke Gerbang Tol Pondok Ranji
21 Menit ke Gerbang Tol Pondok Aren 1
13 Menit ke Gerbang Tol Pondok Aren 2
13 Menit ke Gerbang Tol Parigi
14 Menit ke Stasiun Jurang Mangu
16 Menit ke Stasiun Pondok Ranji
12 Menit ke Terminal Bus Ciledug
21 Menit ke Terminal Bis AKAP Kreo
20 Menit ke Terminal BSD


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,4,Rumah LB 180 Hadap Selatan 13 Menit ke Gerbang Tol Parigi Dibantu KPR  J33672,"Rp 1,5 Miliar",111 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos39351223/
Tangerang,Bagus,87 m²,SHM,2200 Watt,BSD,2,,"The Savia BSD City
Serpong - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 107
LB 87
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM

Fasilitas Sekitar Hunian:
5 Menit ke SMA ISLAM SINAR CENDEKIA
7 Menit ke SDN Ciater 2
8 Menit ke SD Islam Mekar Jaya
8 Menit ke SDN RAWA MEKAR JAYA
10 Menit ke SMPN 11 Kota Tangerang Selatan

9 Menit ke Pasar Modern BSD City
15 Menit ke ITC BSD City
15 Menit ke Bintaro Jaya Xchange Mall
20 Menit ke The Breeze BSD City
25 Menit ke Mall Paradise Walk Serpong

6 Menit ke Puskesmas Rawa Mekar Jaya
9 Menit ke RS Khusus Dharma Graha
10 Menit ke RS RIS Hospital BSD
10 Menit ke RS Permata Dalima Serpong
10 Menit ke Upt Puskesmas Rawa Buntu
20 Menit ke UPT Puskesmas Serpong 1

8 Menit ke Terminal BSD
10 Menit ke Gerbang Tol Serpong 2
10 Menit ke Gerbang Tol Serpong 6
15 Menit ke Stasiun Rawa Buntu
15 Menit ke Stasiun Sudimara
20 Menit ke Gerbang Tol Serpong 3
25 Menit ke Gerbang Tol Serpong 7
25 Menit ke Stasiun Serpong


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah 2 Lt Strategis 15 Menit ke ITC BSD City Dibantu KPR J28256,"Rp 2,11 Miliar",107 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos39293166/
Tangerang,Bagus,55 m²,SHM,Lainnya,BSD,2,,"Komplek Habitat Terrace Residence Serpong
Serpong - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 91
LB 55
1 Lantai
3 Kamar Tidur
1 Kamar Pembantu
2 Kamar Mandi
Sumber Air Tanah
Hadap Timur

Fasilitas Sekitar Hunian:
1 Menit ke SD Islam Al Azzamy
1 Menit ke Sekolah Dasar Negeri Ciater 1
3 Menit ke SDIT Insan Cemerlang
4 Menit ke SDN Ciater 2
5 Menit ke SMP Negeri 19 Kota Tangerang Selatan
10 Menit ke SMA Negeri 3 Kota Tangerang Selatan
15 Menit ke SMP MUHAMMADIYAH PARAKAN

10 Menit ke Pasar Bukit Pamulang Dua
10 Menit ke Pasar Bukit Nusa Indah
15 Menit ke Mall Paradise Walk Serpong
15 Menit ke Bintaro Jaya Xchange Mall
15 Menit ke ITC BSD City
15 Menit ke The Breeze BSD City

4 Menit ke Puskesmas Ciater
10 Menit ke Puskesmas Pondok Benda
10 Menit ke RSIA Vitalaya
10 Menit ke RS Permata Dalima Serpong
15 Menit ke RSU Hermina Serpong
15 Menit ke RS.Permata Pamulang
15 Menit ke RSIA. Buah Hati Pamulang

9 Menit ke Terminal BSD
10 Menit ke Stasiun Rawa Buntu
15 Menit ke Stasiun Sudimara
30 Menit ke Gerbang Tol Tangerang


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1,,3,Rumah SHM Hadap Timur 15 Menit ke ITC BSD City Dibantu KPR J24417,"Rp 1,11 Miliar",91 m²,"BSD, Tangerang",https://www.rumah123.com/properti/tangerang/hos39292942/
Tangerang,Bagus,110 m²,SHM,1300 Watt,Gading Serpong,2,,"Perumahan Legok Permai Cluster Flamboyan
Legok - Kabupaten Tangerang

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 78
LB 110
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
5 Menit ke SD NEGERI LEGOK II
5 Menit ke SD NEGERI LEGOK 2
5 Menit ke SMK & SMA INSAN KAMIL TARTILA
7 Menit ke State Elementary School 1 Legok
7 Menit ke SMPN 1 LEGOK
9 Menit ke SD Negeri BABAKAN
9 Menit ke SMAN 17 Kabupaten Tangerang

6 Menit ke Pasar Legok

6 Menit ke RS PRIMA MEDICA
7 Menit ke Puskesmas Legok
10 Menit ke Puskesmas Caringin
15 Menit ke Puskesmas Bojong Nangka
20 Menit ke UPTD Puskesmas Curug

20 Menit ke Terminal Parung Panjang
25 Menit ke Terminal Bus Lippo Karawaci
25 Menit ke Gerbang Tol BSD Barat 1
30 Menit ke Gerbang Tol Karawaci 3
30 Menit ke Gerbang Tol Karawaci 1
40 Menit ke Gerbang Tol BSD Timur 2


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah Minimalis Dekat Terminal Bus Lippo Karawaci 2 Lt Siap Huni J7439,Rp 630 Juta,78 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos39296941/
Tangerang,Bagus,112 m²,SHM,2200 Watt,Gading Serpong,1,,"Taman Permata Parahyangan
CURUG - KABUPATEN TANGERANG

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 112
LB 112
2 Lantai
3 Kamar Tidur
1 Kamar Mandi
Listrik 2200 VA
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
7 menit ke Paud Tk/SD Al-Amin
10 menit ke Sekolah Dasar Islam Al-Hidayah
10 menit ke SMP Islam Al Hidayah Jatiuwung
15 menit ke Sekolah Dasar Negeri Gandasari 3
15 menit ke SMP Gandasari
15 menit ke SMA Negeri 3 Kabupaten Tangerang

15 menit ke Supermal Karawaci

7 menit ke Puskesmas Binong
8 menit ke Siloam International Hospital Lippo Village
10 menit ke Puskesmas Jalan Kutai
15 menit ke Puskesmas Baja

10 menit ke Terminal Bus Lippo Karawaci
10 menit ke Gerbang Tol Karawaci 2
15 menit ke Gerbang Tol Bitung 1
20 menit ke Gerbang Tol Bitung 2
20 menit ke Gerbang Tol Karawaci 3
20 menit ke Gerbang Tol Karawaci 1
30 menit ke Stasiun Tangerang
30 menit ke Stasiun Tanahtinggi
35 menit ke Stasiun Batu Ceper

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah Siap Huni 15 menit ke Supermal Karawaci Dibantu KPR J-22034,"Rp 1,5 Miliar",112 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos38949465/
Tangerang Selatan,Baru,74 m²,SHM,3300 Watt,Pamulang,2,,"Lingkungan yang asri dan sejuk,jalan sangat lebar 9 meter.
Rumah 2 lantai ini berada dalam cluster dengan keamanan 24jam,outdoor cctv dan onegate system
Terletak persis di pinggir jalan raya utama
Dekat sekolah,RS dan transportasi publik 24jam
Ke mall dan pusat perbelanjan cuma 500mtr
Cara bayar flexible bisa kpr tanpa Dp dan bisa cicil bertahap 60x tanpa bunga",2,2,3,Rumah 2 Lantai Dekat Perkantoran Tb Simatupang Tanpa Bunga,Rp 999 Juta,90 m²,"Pamulang, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos15165808/
Malang,Bagus,240 m²,HGB,2200 Watt,Araya,3,,"Untuk Katalog Properti Lengkap, Bisa Diakses Langsung Melalui Link Berikut
Https://Www.Instagram.Com/Your_Nextproperty/Profilecard/?Igsh=Ejezb2n1zwzknw9p

[ON PROGRESS FINISHING]
Estimasi Mei 2025 Serah Terima

• Kondisi Bangunan Baru Gress
• ⁠Termasuk Kolam Renang
• ⁠Inner Court - Open Plan Concept
- Area Belakang Masih Bisa Dikembangkan
• ⁠Instalasi Pemipaan Anti Rayap Lifetime (Bisa Disuntik Berkala)
• ⁠Kusen Full Aluminium
• ⁠Design Interior + Kanopi Hanya Bersifat Ilustrasi (Exclude)

Luas Tanah 200 M²
Dimensi 10m X 20m
Luas Bangunan 240 M²
Bangunan 2 Lantai
Kamar Tidur 4
Kamar Mandi 3
Private Swimming Pool
Listrik 2200 Watt
Air Artesis + Sumur
Hadap Utara
Legalitas SHGB
(Bisa Ditingkatkan Ke SHM)
IMB Ada

Harga Jual Rp 3,1M 

@your_nextproperty
081 252 4xxx4",2,2,4,Rumah Design Tropical Modern Di Cluster Golf Araya Malang(DN1791),"Rp 3,1 Miliar",200 m²,"Araya, Malang",https://www.rumah123.com/properti/malang/hos39134767/
Tangerang,Bagus,284 m²,PPJB,5500 Watt,Gading Serpong,4,,"Rumah Baru 2 Lt
Cluster Pasadena
Gading Serpong

LT 250 m2
LB 284 m2
KT 4 + 1
KM 4+1
Listrik 5.500 VA
Air PAM
Hadap Selatan 
Surat PPJB
Rumah kondisi diisi Owner
Include:
- AC 
- Smart Door Lock
- CCTV
- Survey H - 1

Harga : 9,5 M (nego)

Info Contact:
Mey/Chris 
GP Alsut
0817-299-xxx /62819-9218-8xxx‬
(tho)",2,,4,Dijual Rumah Bagus 2 Lantai Cluster Pasadena Gading Serpong,"Rp 9,5 Miliar",250 m²,"Gading Serpong, Tangerang",https://www.rumah123.com/properti/tangerang/hos39434935/
Tangerang Selatan,Bagus,112 m²,SHM,2200 Watt,Bintaro,3,,"Komplek Depkes
Ciputat - Kota Tangerang Selatan

SHM
LT 125
LB 112
2 Lantai
3 Kamar Tidur
3 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Barat

Fasilitas Sekitar Hunian:
3 Menit ke SDN SAWAH 02
4 Menit ke SD Islam Terpadu Al Ummah
4 Menit ke SMP Negeri 24 Tangerang Selatan
5 Menit ke SMP Paramarta Unggulan
7 Menit ke SD SMP Muslim Asia Afrika
7 Menit ke SMAN 1 Tangerang Selatan
10 Menit ke SMAN 4 Kota Tangerang Selatan

9 Menit ke Pasar Ciputat

2 Menit ke RS Cinta Kasih
4 Menit ke Rumah Sakit Ibu dan Anak Dhia
7 Menit ke UPT Puskesmas Kampung Sawah
15 Menit ke Puskesmas Pondok Ranji

8 Menit ke Stasiun Jurang Mangu
10 Menit ke Gerbang Tol Serpong 5
15 Menit ke Terminal Lebak Bulus
15 Menit ke Gerbang Tol Bintaro Viaduct
15 Menit ke Stasiun Pondok Ranji
15 Menit ke Stasiun Sudimara
20 Menit ke Stasiun Lebak Bulus Grab
20 Menit ke Gerbang Tol Pondok Aren
20 Menit ke Gerbang Tol Pondok Ranji

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,3,Rumah SHM Strategis 15 Menit ke Stasiun Pondok Ranji Siap Huni J26203,"Rp 1,13 Miliar",125 m²,"Bintaro, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos39321011/
Tangerang,Bagus,245 m²,PPJB,3500 Watt,BSD City,3,,"BSD Icon Eastern Cosmo

Brand New Contemporary Tropical design dengan open plan living, abundant natural light, dry garden, Roster wall to add privacy.

- LT 208/LB 245, 4KT+1, 3KM+1.

- Rmh hadap Selatan & Timur.

- Tempered Glass canopy Carport utk 2 mobil.
- Smart Doorlock Keyless Entry.
- Master Bedroom dengan Walk-in Closet area & - Ensuite, Smart door lock for extra security.

- Home Office/Study area utk WFH.

- Luxury Bathroom feature : Marble Vanities & Cabinetry, Frameless Shower Screen, Brushed Gold Fittings, Toto Touchless Toilet, Freestanding Bath & Skylight.
- Main floor Tile 80x80 &  Bathroom tile 60x60.
- Low watt downlight & Panasonic Black accesories.
- Akses terpisah utk area ART.
- Instalasi AC+ Hot water sudah ready, Toren Air, PAM, Listrik 2200w.
- PPJB siap AJB.
- Lokasi Strategis dekat dengan AEON Mall, ICE, Universitas & Sekolah, Rumah Sakit, Akses Tol, Stasiun Rawa Buntu & Serpong.

 Hrg 5.49 M nego

 Hub 
Thea United Pro
Wa.me/6281394698xxx",,,4,"Rumah Brand New Bangunan Mandiri, Icon Cosmo Bsd City, Tropical Modern Design.yang Sangat Cantik. Dekat Exit Toll.dan Aeon Mall","Rp 5,49 Miliar",208 m²,"BSD City, Tangerang",https://www.rumah123.com/properti/tangerang/hos17500001/
Tangerang Selatan,Bagus,52 m²,SHM,2200 Watt,Pamulang,2,,"Perumahan Nano Town Pamulang
Pamulang, Tangerang Selatan, Banten

*Bisa Nego
*Menerima Cash
*Bisa Dibantu KPR
*Menyediakan full furniture (sesuai permintaan customer)

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 78
LB 52
2 Lantai
3 Kamar Tidur
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
3 Menit ke SD Negeri Gunung Sindur 02
4 Menit ke SDN Seroja
5 Menit ke SMP PGRI GUNUNGSINDUR
6 Menit ke SD NEGRI CIBINONG 03
6 Menit ke SD IT Darul Quran
6 Menit ke SMPN 2 Gunung Sindur
6 Menit ke SMA IT Darul Qur''an Mulia
7 Menit ke SDN Cidokom 01
7 Menit ke SMAN 1 Gunungsindur

2 Menit ke Pasar Prumpung Gunungsindur
10 Menit ke Pasar Tohaga Parung
15 Menit ke Mall Paradise Walk Serpong
25 Menit ke Pamulang Square
25 Menit ke The Park Sawangan
30 Menit ke The Breeze BSD City
30 Menit ke AEON Mall BSD City

1 Menit ke RS PENA 98
1 Menit ke Puskesmas Gunung Sindur
8 Menit ke Puskesmas Suliwer
15 Menit ke RSU Hermina Serpong
20 Menit ke RSIA Vitalaya
20 Menit ke RS.Permata Pamulang
20 Menit ke RSIA. Buah Hati Pamulang

15 Menit ke Terminal Parung
20 Menit ke Stasiun Serpong
20 Menit ke Stasiun Rawa Buntu
25 Menit ke Gerbang Tol Serpong 2
25 Menit ke Gerbang Tol Serpong 6
30 Menit ke Stasiun Cisauk
30 Menit ke Terminal Pondok Cabe
35 Menit ke Gerbang Tol Serpong 4


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",2,,2,Rumah Modern Semi Furnished di Tangsel 15 Menit ke Mall Paradise Walk Serpong J25954,"Rp 1,39 Miliar",78 m²,"Pamulang, Tangerang Selatan",https://www.rumah123.com/properti/tangerang-selatan/hos18642307/
Surabaya,Bagus,98 m²,SHM,Lainnya,Surabaya Kota,1,,"*Judul : Dijual Rumah Tambak Medokan Ayu*
LT : 98
LB : 98
KT: 2
KM: 1
Hadap: Utara
Listrik: 1200
Air: PDAM
Garasi: -
Carpot: 1
Row Jalan: ±6mtr
Sertifikat: SHM
Harga: 950 juta (Nego)

*Selling Poin*:
1. 5 mnt menuju ke Universitas terbuka.
2. 5 mnt ke RSUD  Eka Candrarini.
3. 10 mnt ke UPN 
4. 15 mnt ke Transmart Rungkut.
5. 15 mnt ke Superindo Merr.
6. 30 mnt ke Taman Flora Mangrove.
7. 20 mnt ke Rumah Sakit Gotong Royong.
Dan masih banyak sepanjang MERR yg bs di hampiri dan dekat dgn lokasi rumah yg akan kami jual",1,,2,Dijual Rumah Tambak Medokan Ayu,Rp 950 Juta,98 m²,"Surabaya Kota, Surabaya",https://www.rumah123.com/properti/surabaya/hos39436395/
Jakarta Utara,Bagus,150 m²,SHM,Lainnya,Pantai Indah Kapuk,3,,"- FOR SALE - BU
- Rumah PIK2 
- Cluster Baltimore 

- Hoek - HADAP SELATAN
- LT 9x15 , 2Lt
- 3 kamar tidur
- 3 kamar mandi
- Full furnish premium

- SHM, BISA KPR

- HUB ARI GADINGPRO
- TERIMA TITIP JUAL BELI PROPERTI",2,2,3,"TERMURAH, CLUSTER BALTIMORE PIK2 9X15 2 LANTAI, FULLFURNISHED LUX, BISA KPR","Rp 3,8 Miliar",135 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39294280/
Jakarta Utara,Bagus,200 m²,Hak Pakai,Lainnya,Pantai Indah Kapuk,4,,"Rumah 2 lantai di Pantai Indah Kapuk, Jakarta Utara.

Dijual rumah di wilayah yang tenang dengan pemandangan Lokasi di Pusat Kota. Properti 2 lantai ini berada di lingkungan Lokasi di Pusat Kota.

Spesifikasinya adalah sebagai berikut:

  - Kamar Tidur: 3
  - Kamar Mandi: 4
  - Sertifikat: HP - Hak Pakai
  - Kondisi Perabotan: Semi Furnished

Tentunya properti ini layak untuk anda dapatkan karena:

  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Akses Pelabuhan.
  - Dekat Akses KRL.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bus Kota.
  - Dekat Akses MRT.
  - Dekat Akses LRT.
  - Dekat Akses Bandara.
  - Dekat Pusat Perbelanjaan.
  - Dekat Sekolah Internasional.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Wisata.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Dekat Landmark.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Pemandangan City View.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Tanpa Perantara.
  - Properti Mewah.
  - Properti Eksklusif.
  - Dijual Cepat Butuh Uang.

Keberadaan rumah berikut terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Hanya Rp. 4.500.000.xxx, anda bisa langsung dapatkan rumah strategis di daerah Pantai Indah Kapuk ini.",2,1,3,"Dijual Cepat Dan Murah Rumah Golf Island Pik Type Papyrus 8x15 Rumah Hak Pakai di Cluster Harmony Perumahan Golf Island PIK 2, Perumahan Golf Island PIK 2 Cluster Harmony, Jl. Harmony Golf 8 No.19, Kamal Muara, Penjaringan, Kota Jakarta Utara, DKI Jakarta","Rp 4,5 Miliar",120 m²,"Pantai Indah Kapuk, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39426697/
Jakarta Utara,Bagus,1 m²,SHM,Lainnya,Sunter,2,,"(Ir EG) Jual Cepat, Rumah 2,5Lt Rapih Siap Huni Di Sunter STS, Nego Sampai Deal!!

LT : 6x18m2
Lantai : 2,5 
KT : 3+1
KM : 2+1
SHM 
Hadap Selatan",2,,3,"Jual Cepat, Rumah 2,5Lt Rapih Siap Huni Di Sunter STS, Nego","Rp 2,75 Miliar",108 m²,"Sunter, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39329167/
Jakarta Utara,Renovasi Minimum,290 m²,SHM,4400 Watt,Sunter,3,,"Rumah bagus di lokasi strategis
uk 180m2
timur
ktidur 5+1
kmandi 3+1
carpot 1
wa tks",2,1,5,Rumah 2 1/4lantai Jual Cepat,"Rp 5,25 Miliar",180 m²,"Sunter, Jakarta Utara",https://www.rumah123.com/properti/jakarta-utara/hos39395432/
