,url,title,price_in_rp,district,city,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,electricity_power,property_condition,floor_count,description,market_price_2025,market_price_2023,rent_price_per_year_2025,NOI,cap_rate,property_value_growth,NPV
4224,https://www.rumah123.com/properti/tangerang/hos39381120/,Dijual Rumah 2lt Bangun Mandiri Bagus Siap Huni Di Puspita Loka,5600000000.0,BSD Puspita Loka,Tangerang,3.0,3.0,240.0,275.0,SHM,5500.0,Bagus,2.0,"Jual Rumah 2lt Baru Bangun Mandiri di Puspita Loka  BSD

Selesai Bangun di November 2023

LT = 12 x 20 = 240m²
LB= 275 m 2 Lantai 
Kamar Tidur= 3+1
Kamar Mandi=3+2
Listrik   =  5500 watt
Air panas
Kitchen sett
Lemari pakaian
Hadap Selatan 

Selling Price 5,6 M NEGO 

Hub 
DEBY 
ERA FIESTA",4.6674637e+09,4.777293e+09,1.4272962e+08,9.991073e+07,1.784120142857143,-0.011561751,-3502109874.901082
5321,https://www.rumah123.com/properti/bogor/hos17014457/,Rumah Brand New Berkonsep Modern Living Type 100 Di Salz Residence Area Gunung Sindur,965000000.0,Gunung Sindur,Bogor,3.0,3.0,60.0,100.0,Lainnya,2200.0,Baru,3.0,"Rumah Salz Residence memiliki bangunan yang lebih luas, dengan memaksimalkan dimensi tanah yang ada. Rasakan pengalaman yang berbeda dengan rooftop yang dapat difungsikan sebagai working space, ruang yoga, ruang belajar, studio, kamar tidur hingga area barbeque bersama keluarga tercinta.

Dibangun di tengah-tengah keindahan alam tropis, rumah 3 lantai ini memadukan kesederhanaan desain minimalis dengan nuansa tropis yang hangat dan memikat. Dengan rooftop yang menawarkan panorama yang memesona dan attic yang menambah ruang fungsional, rumah ini tidak hanya menjadi tempat tinggal, tetapi juga sebuah santapan untuk mata dan jiwa. Mari kita telusuri keanggunan rumah ini, di mana keindahan alam dan kenyamanan modern bergabung untuk menciptakan ruang hidup yang menginspirasi dan memikat.

Lokasi sangat strategis, dekat dengan:
Kampung kecil, Keraton Bhiru, RS Hermina, Aeon Mall BSD, ICE BSD, Universitas Pamulang, RS Hermina",1.3504691e+09,1.2639434e+09,4.970257e+07,3.4791796e+07,3.6053674611398967,0.033661842,-385688687.7039037
3519,https://www.rumah123.com/properti/jakarta-utara/hos39347598/,"Rumah Minimalis 2 Lantai di Komplek Walikota, Sukapura, Jakarta Utara",2300000000.0,Cilincing,Jakarta Utara,4.0,4.0,130.0,120.0,SHM,0.0,Bagus,2.0,"Rumah di Sukapura, Jakarta Utara

Miliki rumah 2 lantai yang modern ini,  dijual dengan pemandangan asri yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di wilayah yang mudah dijangkau serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.

Spesifikasi Utama Properti:

Dijual Cepat
Rumah Brand New 2 lantai
Di Sukapura, Komp. Walikota
Jkt.Utara

LT= 130m (10 x 13m)
LB= 120
KT= 3+1
KM= 3+1
Carport 2 mobil lebih 
Jalan lebar 2 mobil
SHM
Hadap Utara
Harga 2,3M nego

Design rumah modern minimalis 
Pencahayaan & sirkulasi udara bagus

Fitur unggulan:

  - Bisa KPR.
  - Siap Huni.
  - Dekat Fasilitas Kesehatan.

Berlokasi di Cilincing, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 2.300.000.xxx, anda bisa memiliki hunian terbaik yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Jangan lewatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Cilincing yang nyaman ini!

Kontak segera untuk informasi lebih lanjut!",2.0840891e+09,4.343292e+09,9.880672e+07,6.91647e+07,3.007161043478261,-0.3072945,-2155689948.9412985
6448,https://www.rumah123.com/properti/tangerang/hos16012766/,Dijual Rumah Banjar Wijaya Tangerang Cluster Excelia Harga Murah,1540000000.0,Banjar Wijaya,Tangerang,3.0,2.0,50.0,64.0,SHM,2200.0,Bagus,2.0,"Cluster Excelia merupakan klaster terbaru di perumahan Banjar Wijaya Tangerang, yang dibangun dan dikembangkan oleh Sinarmas Land.
Perumahan banjar wijaya, hunian modern dan asri yang terletak di kota Tangerang, Banten, dapatkan harga promosi menarik dari Banajar wijaya Tangerang.",1.0377024e+09,1.2013658e+09,4.5807108e+07,3.2064976e+07,2.082141298701299,-0.07060832,-1198071112.118498
1297,https://www.rumah123.com/properti/depok/hos39293426/,Rumah Siap Huni 15 menit ke RS Citra Medika Depok SHM Bisa KPR J-21616,780000000.0,Cilodong,Depok,2.0,1.0,82.0,60.0,SHM,1300.0,Bagus,1.0,"Kemang Swatama Depok Residence
Cilodong - Kota Depok

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
 
SHM
LT 82
LB 60
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah
Hadap Utara

Fasilitas Sekitar Hunian:
4 menit ke SMA Negeri 11 Depok
6 menit ke SD Islam Ramah Anak
7 menit ke SMP Bina Sejahtera
8 menit ke SDN Kalibaru 6
8 menit ke SD Negeri Kalibaru 3
15 menit ke SMA Negeri 8 Depok

10 menit ke Yogya Depok
10 menit ke PASAR BBM SIDAMUKTI
10 menit ke Pasar Pucung
20 menit ke Depok ITC

9 menit ke RSU. Hasanah Graha Afiah
10 menit ke Puskesmas Pabuaran Indah
10 menit ke UPT. Puskesmas Cilodong
15 menit ke RS Citra Medika Depok
15 menit ke Primaya Hospital Depok
20 menit ke Puskesmas Vila Pertiwi

10 menit ke Terminal Kampung Sawah
15 menit ke Stasiun Depok
20 menit ke Stasiun Cibinong
20 menit ke Gerbang Tol Margonda 3
25 menit ke Gerbang Tol Margonda 1
25 menit ke Gerbang Tol Cisalak 4
25 menit ke Gerbang Tol Cisalak 3

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.915233e+08,7.1313376e+08,3.0174144e+07,2.11219e+07,2.707935897435897,-0.089247346,-624739600.5892015
6408,https://www.rumah123.com/properti/tangerang/hos18786780/,"Dijual Cepat Rumah 2 Lantai Siap Huni, Rapi Terawat di Tangerang",1490000000.0,Graha Raya,Tangerang,3.0,2.0,72.0,115.0,HGB,4400.0,Sudah Renovasi,3.0,"Dijual cepat rumah 2 lantai siap huni dan kondisi rapi terawat, fasilitas lengkap, aman dari banjir, dan full furnished di Cluster di Graha Raya Tangerang 
Graha Raya, Cluster Fortune Terrace. Tangerang
Luas tanah         :     72  m2 ( 6 x 12 )
Luas bangunan  :  115  m2
Jumlah lantai     :   2 lantai
Kamar tidur       :   3 + 1
Kamar mandi    :   2 + 1
Listrik                 :  4100 VA
Sertifikat            :  lengkap

Harga jual          :  Rp 1.49 Milyar ( nego )
Fasilitas sekitar hunian:
5 Menit ke SDIT Bintang
10 Menit ke Transmart Graha Jaya
10 Menit ke Pasar Modern Graha Raya
10 Menit ke SD Negeri Tajur 2
10 Menit ke SMP Dharma Bhakti
10 Menit ke SMK Bina Bangsa
15 Menit ke Gerbang Tol Kunciran
20 Menit ke Binus University dan Bunda Mulia University
10 Menit ke RS Permata Ibu
10 Menit ke RS Mulya Tangerang
15 Menit ke RS Bhakti Asih
20 Menit ke RS Omni Alam Sutera
20 Menit ke Mall Alam Sutera

Harga sewa / tahun : Rp 55 juta/ tahun ( nego)

Untuk info lebih lanjut dapat menghubungi No HP/ whatsapp : 081-75016884 ( Dicky )",1.7822317e+09,1.581755e+09,6.6291424e+07,4.6403996e+07,3.114362147651007,0.061481595,-365073957.41375685
3821,https://www.rumah123.com/properti/jakarta-utara/hos19467222/,"Di Jual Cepat rumah lama Strategis pusat bisnis , dekat Mall Kelapa Gading di Jl. Jingga Raya , Kelapa Gading Timur",10000000000.0,Kelapa Gading,Jakarta Utara,6.0,5.0,512.0,512.0,SHM,0.0,Sudah Renovasi,1.0,"Di Jual rumah lama Strategis pusat bisnis , dekat Mall Kelapa Gading di Jl. Jingga Raya , Kelapa Gading Timur :

4 kavling x 128m2 (8x16m)
Total luas tanah 512m2 
Bentuk persegi panjang (16x32m) 
SHM
1 Lantai 
6 KT
5 KM
Listrik 5 x 2200 watt
PDAM
Hadap Utara n Selatan (2 Muka)
Bangunan Lama
Dekat Mal Kelapa Gading
Di Jual Rp 10 Milyar Nego

Hub. Herman
          0812 88 19486",1.0561071e+10,5.5470653e+09,2.616621e+08,1.8316347e+08,1.8316347199999998,0.37981975,86771205218.92569
5171,https://www.rumah123.com/properti/jakarta-barat/hos39400620/,Dijual Rumah 3 Lantai Di Jelambar Rumah,1000000000.0,Grogol Petamburan,Jakarta Barat,3.0,1.0,45.0,100.0,SHM,0.0,Bagus,3.0,Djual rumah 3 lantai di jelambar,1.407701e+09,1.1137573e+09,4.7643484e+07,3.3350438e+07,3.3350438000000002,0.124242306,302283967.84188056
5780,https://www.rumah123.com/properti/tangerang/hos39317574/,Rumah SHM 2 Lt Siap KPR 5 menit ke Mall Paradise Walk Serpong J22448,1130000000.0,BSD,Tangerang,2.0,3.0,84.0,69.0,SHM,2200.0,Bagus,2.0,"Serpong Jaya Cluster Garden
Serpong - Kota Tangerang Selatan

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 69
LB 84
2 Lantai
2 Kamar Tidur
1 Kamar Pembantu
2 Kamar Mandi
Listrik 2200 VA
Sumber Air Tanah
Hadap Selatan

Fasilitas Sekitar Hunian:
4 menit ke SMP Islam Al-Azhar 25
4 menit ke Sekolah Tinggi Ilmu Tarbiyah (STIT) Daarul Fatah
4 menit ke Sekolah Menengah Kejuruan Al Amanah
5 menit ke Sekolah Dasar Islam Al Amanah
8 menit ke Sekolah Dasar Negeri Buaran 01

3 menit ke LOTTE GROSIR SERPONG
5 menit ke Mall Paradise Walk Serpong
10 menit ke Pamulang Square
24 menit ke Plaza Cordoba
24 menit ke Mega Mall Ciputat

14 menit ke UPT. PUSKESMAS PAMULANG - TANGERANG SELATAN
17 menit ke RSU Kota Tangerang Selatan
20 menit ke Rumah Sakit Sari Asih Ciputat
23 menit ke Rumah Sakit Selaras
24 menit ke RS Mitra Keluarga Pamulang
27 menit ke RS Medika BSD

18 menit ke Stasiun KA Serpong
21 menit ke TERMINAL TIPE C BSD
22 menit ke PT. BSD Toll
22 menit ke Gerbang Tol Serpong 2
23 menit ke Gerbang Tol Pamulang

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",1.3286473e+09,1.5312338e+09,5.6646064e+07,3.9652244e+07,3.50904814159292,-0.0684973,-845913444.5697029
1034,https://www.rumah123.com/properti/jakarta-utara/hos39363261/,Rumah 3 Lantai Di Pademangan 82m2 Siap Huni,2200000000.0,Pademangan,Jakarta Utara,3.0,3.0,82.0,230.0,SHM,0.0,Bagus,3.0,"Luas 82m
Uk 5x16.5
3 lantai
Kt 3
km 3 
Hadap timur laut
shm
Hrg 2.2m",2.4971415e+09,2.8539525e+09,8.617598e+07,6.0323188e+07,2.741963090909091,-0.0645982,-1658822682.0428658
5328,https://www.rumah123.com/properti/bogor/hos13852992/,Dijual cepat Rumah di Tudor 2 Lantai SHM cluster r21,2700000000.0,Sentul City,Bogor,4.0,3.0,235.0,153.0,SHM,0.0,Baru,2.0,"Dijual rumah lt 235 lb.135 kt 4+1 km 2+1 hrga 2.7m nett shm.cluster r21
bebas banjir , tol lsg msuk sentul city, mall aeon",2.7397396e+09,2.435706e+09,8.650436e+07,6.0553052e+07,2.2427056296296297,0.060577035,-719020251.2557116
2873,https://www.rumah123.com/properti/bekasi/hos39172286/,Rumah Di Villa Mahkota Pesona Jati Asih Bekasi Barat,850000000.0,Jati Asih,Bekasi,3.0,2.0,150.0,120.0,SHM,1300.0,Bagus,1.0,"For Sale 1 Unit Rumah di perumahan Villa Mahkota Pesona  Jati Asih Bekasi, (3km dari exit tol Jatiasih)

Spesifikasi :
LT 150M2
LB 120M2
SHM (rumah hadap barat)
Lokasi Hoek
3KT (1Kamar utama, 2kamar anak)
2KM
Lantai keramik, ada taman dalam dan taman luar
Ada tempat jemur di Belakang
Listrik 1300Watt (token)
Air PAM
Berikut isi nya semua, Lemari Pakaian, Lemari Pajangan, Tempat Tidur, Kitchen Set,AC, Meja,Kursi, Sofa, Meja Makan dll 

harga 850 juta nepis",1.0507699e+09,1.0826806e+09,5.0714388e+07,3.550007e+07,4.17647905882353,-0.0148471,-505326683.50362164
1075,https://www.rumah123.com/properti/bogor/hos39055667/,Rumah Minimalis Hook 15 Menit ke Cibinong City Mall Siap Huni J33168,610000000.0,Cibinong,Bogor,2.0,1.0,72.0,45.0,SHM,1300.0,Bagus,1.0,"Perumahan Renya Residence Depok No.18
Cibinong - Kabupaten Bogor

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 72
LB 45
1 Lantai
2 Kamar Tidur
1 Kamar Mandi
Listrik 1300 VA

Fasilitas Sekitar Hunian:
2 Menit ke SDN Kalimulya 4
2 Menit ke SD Sekar Adi Kalimulya
6 Menit ke SD Integral Hidayatullah Depok
4 Menit ke SD Negeri Sanggar Jaya
2 Menit ke Sekolah Menengah Pertama PGRI Kalimulya
4 Menit ke SMP Integral Hidayatullah Putri
4 Menit ke SMP ISLAM ARRIDHO
4 Menit ke SMP/SMA Islam Terpadu Tunas Bangsa

20 Menit ke Cibinong square
19 Menit ke Cibinong City Mall
22 Menit ke Cibinong Mall
25 Menit ke D'Mall Depok
3 Menit ke Pasar Pucung
26 Menit ke Pasar Citayam
15 Menit ke Pasar Induk Cikema

7 Menit ke RS Citra Medika Depok
8 Menit ke Puskesmas Pondok Rajeg

29 Menit ke Gerbang Tol Sentul 2
7 Menit ke Stasiun Pondok Rajeg
23 Menit ke Stasiun Citayam
16 Menit ke Stasiun Cibinong
14 Menit ke Stasiun Depok
3 Menit ke Terminal Kampung Sawah
27 Menit ke Terminal Citayam
17 Menit ke Terminal Cibinong


hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",5.2063635e+08,5.5355424e+08,2.3111504e+07,1.6178053e+07,2.6521398360655737,-0.030188918,-408430315.6998514
4816,https://www.rumah123.com/properti/jakarta-selatan/hos17622051/,Rumah di Dalam Komplek Kalibata Indah,11800000000.0,Kalibata,Jakarta Selatan,3.0,2.0,473.0,514.0,SHM,5500.0,Bagus,2.0,"Komplek Kalibata Indah
Spesifikasi
Luas Tanah  473 m2
Luas Bangunan  514 m2
Kamar Tidur 3 + 2
Kamar Mandi  2 + 1
Rumah 2 lantai
Gudang 1
Garasi 2
Carport  2 
Listrik 5500

Sertifikat Hak Milik
Njop di atas 10 M
Siap Huni",9.207261e+09,6.107303e+09,2.904922e+08,2.0334453e+08,1.7232587118644067,0.22783637,23987051746.021873
4694,https://www.rumah123.com/properti/bogor/hos39445330/,"Dijual Rumah Siap Huni Di Cluster Bukit Cempaka, Citra Indah Jonggol – Shm. Lt 128 m², Lb 70 m² – Hanya Rp 580 Juta (nego) SHM Rumah",480000000.0,Jonggol,Bogor,2.0,1.0,128.0,70.0,SHM,0.0,Renovasi Minimum,1.0,"Dijual cepat rumah minimalis di Cluster Bukit Cempaka, Citra Indah City – Jonggol.
• LT/LB: 128/70 m²
• 2 Kamar Tidur | 1 Kamar Mandi
• Sertifikat SHM, listrik  Token, air PAM
• Carport, pagar, siap huni
• Dekat Waterpark, sekolah (Cikal, Citra Berkat), RSUD Cileungsi, akses tol JORR-Cimanggis
• Fasilitas: sistem one-gate, keamanan 24 jam, taman & jogging track
• Kondisi: butuh minim renovations.",5.581044e+08,7.2866797e+08,3.2495052e+07,2.2746536e+07,4.738861666666667,-0.124829054,-391178409.3138288
2471,https://www.rumah123.com/properti/jakarta-barat/hos17367631/,Rumah Hook Cantik Nyaman Dan Asri Citra Garden 2,5800000000.0,Citra Garden,Jakarta Barat,4.0,4.0,225.0,300.0,SHM,0.0,Bagus,2.0,"Dijual Cepat

Rumah Hook Cantik Nyaman Dan Asri Citra Garden 2

Luas tanah : 225 m2
Luas bangunan : 300 m2
Kamar tidur : 4 + 1 pembantu
Kamar mandi : 4
Berapa lantai : 2 1/2 lantai
Listrik : 11.000 watt
Hadap arah : Timur ' selatan 
Surat kepemilikan : SHM 

Lokasi bagus
Lingkungan aman dan tenang
Banyak sekolah,kuliner di sekitar

Harga : 5.8M nego

Fero",6.179235e+09,4.71619e+09,1.3961515e+08,9.773061e+07,1.6850104827586205,0.14464736,3006161502.5869007
5089,https://www.rumah123.com/properti/bekasi/hos19574779/,Dijual Cepat!! Rumah Tingkat Luas Hampir 200m2 Di Harapan Indah,1270000000.0,Harapan Indah,Bekasi,4.0,3.0,102.0,200.0,SHM,0.0,Bagus,2.0,"Akses mudah dijangkau, lingkungan nyaman, bersih dan rapi, keamanan terjaga 24 jam. Lengkap berbagi fasilitas yang menunjang segala kebutuhan dengan letak yang strategis di Pusat Kota dan jaminan kenyamanan yang tiada batas. Dengan spek bangunan yang berkualitas.
Lokasi sangat strategis :
 Dekat dengan Pusat Ibadah
 Dekat dengan Pusat Kesehatan
 Dekat dengan Pusat Pendidikan
 Dekat dengan Pusat Perbelanjaan
 Dekat dengan Pusat Kuliner

Segala fasilitas yang anda butuhkan dapat dengan mudah anda akses !
Anda Kesulitan KPR?
KPR Kami SIAP BANTU !
CASH Oke !!

NOTE:
* Telepon Langsung / WA Lebih Utama
* Konfirmasi Dahulu Untuk Jadwal Survey
CONTACT PERSON:
Richard 
0878.8902.8xxx (wa/hp)
0813.8224.0xxx (wa/hp)

Atau Kunjungi Kantor Marketing Gallery kami di Ruko Anagata blok IX.7.26",1.5245864e+09,1.8042757e+09,6.876238e+07,4.8133668e+07,3.7900525984251967,-0.08076918,-974346468.1587443
1499,https://www.rumah123.com/properti/jakarta-utara/hos39128962/,Rumah Di Agung Permai - Sunter - Jakarta Utara,8500000000.0,Sunter,Jakarta Utara,5.0,6.0,319.0,300.0,SHM,0.0,Renovasi Minimum,1.0,"- Uk. 11 x 29 m2
- Minat Beli, Lgs Hub IDA 081807476xxx utk Survey dan Selanjutnya.",5.8064927e+09,4.922364e+09,1.678305e+08,1.1748134e+08,1.3821334588235294,0.0861007,-808173255.6791344
6010,https://www.rumah123.com/properti/jakarta-barat/hos39290348/,Rumah Baru 2 Lantai Mini Cluster Dalam Sunrise Garden Jakarta Barat,2650000000.0,Sunrise Garden,Jakarta Barat,3.0,3.0,79.0,128.0,SHM,0.0,Bagus,2.0,"Rumah 2M an dalam Sunrise Garden, Jakarta Barat
SHM | Lt 79 | Lb 128 | 2lt |
3+1 KT
3+1 KM
air pam
Hadap selatan dan utara
listrik 2200 watt
carport 2mobil
*Jual 2.65M* nego, KPR bisa dibantu
mau beli rumah sama Jaqualine y, wa ke 08170286xxx
 video follow instagram: 
jaqualine_property
JUAL • BELI • KPR • INVESTASI • JOIN PROPERTI",2.7606904e+09,2.2711939e+09,7.243263e+07,5.070284e+07,1.913314716981132,0.10250807,150299223.8209591
1339,https://www.rumah123.com/properti/depok/hos18269730/,Rumah LT 131 SHM Siap KPR 10 Menit ke The park Sawangan Bisa Nego J24337,1160000000.0,Sawangan,Depok,2.0,2.0,131.0,55.0,SHM,1300.0,Bagus,1.0,"Perumahan Taman Serua
Bojongsari, Depok, Jawa Barat

*Menerima Cash
*Bisa Dibantu KPR

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 131
LB 55
1 Lantai
2 Kamar Tidur
2 Kamar Mandi
Listrik 1300 VA
Sumber Air Tanah

Fasilitas Sekitar Hunian:
4 Menit ke Sekolah Dasar Negeri Serua 03
6 Menit ke SD Islam Az-Zahra Depok
7 Menit ke SMP Negeri 18 Depok
8 Menit ke Sekolah Dasar Negeri Pondok Petir 2
10 Menit ke Sekolah Menengah Atas Muhammadiyah 25 Pamulang
15 Menit ke Sekolah Menengah Atas (SMA) Negeri 10 Depok

9 Menit ke Pasar Reni Jaya Lama Depok
10 Menit ke The park Sawangan
15 Menit ke Pasar Kaget Pamulang Permai

5 Menit ke Puskesmas Bojongsari
10 Menit ke Puskesmas Pamulang Timur
10 Menit ke PUSKESMAS KEDAUNG
20 Menit ke UPTD Puskesmas Sawangan

15 Menit ke Terminal Pondok Cabe
15 Menit ke Gerbang Tol Pamulang
20 Menit ke Gerbang Tol Limo Utama
20 Menit ke Gerbang Toll Limo 1
25 Menit ke Gerbang Tol Brigif 4
30 Menit ke Gerbang Tol Brigif 1

Hubungi kami untuk konsultasi dan survei rumah impianmu!",9.72673e+08,8.2103424e+08,3.2610104e+07,2.2827072e+07,1.9678510344827587,0.08843577,-76156411.5273242
1215,https://www.rumah123.com/properti/bekasi/hos17050228/,HARGA JUAL NEGO RUMAH 2 LANTAI SEMI FURNISHED KONDISI BAGUS DSN SIAP HUNI DI BURGUNDY RESIDENCE,1450000000.0,Summarecon Bekasi,Bekasi,2.0,2.0,66.0,61.0,Lainnya,0.0,Bagus,2.0,"Summarecon merupakan pengembang dengan  komitmen tinggi dan reputasi terpercaya dalam menghadirkan mutu produk yang berkualitas secara berkesinambungan, mulai dari perencanaan yang detil, persiapan lahan & lingkungan yang matang, sistem kerja yang tepat, pemakaian material yang bermutu, inovasi alat project, hingga kerapihan pekerjaan, dan pengawasan yang konsisten.

Summarecon Bekasi berlokasi di gerbang timur Jakarta, kota Bekasi merupakan kota penyangga Ibukota terdekat. Selain dekat kawasan industri Cikarang & Karawang, kehadiran infrastruktur baru menjadikan Summarecon Bekasi sebagai kota bisnis yang modern dengan perekonomian yg berkembang pesat.

Tersedia transportasi mandiri dengan Shuttle Bus, terkoneksi dengan TransJakarta & TransPatriot, dekat dengan Gate Bekasi Barat (Tol Jakarta - Cikampek atau JORR) dan Tol Becak Kayu, stasiun LRT (Light Rapid Transit) & stasiun KRL Commuter Bekasi.

Dan tentunya Summarecon Bekasi didukung dengan berbagai fasilitas dan sarana umum untuk mendukung kehidupan sehari-hari semua anggota keluarga yaitu :
- 5 menit ke Summarecon Mal Bekasi
- 7 menit ke Binus University
- 3 menit ke Universitas Bhayangkara
- 5 menit ke Sekolah BPK Penabur
- 6 menit ke Sekolah Al Azhar
- 6 menit ke Dechatlon International Sport Center
- 10 menit ke RS Anna Medika
- 5 menit ke RS Mitra Keluarga
- 5 menit ke Bekasi Food Village
- 5 menit ke Pasar Sinpasa
- 5 menit ke BCBD (Bekasi Central Business Distrik)

Summarecon Bekasi dikembangkan seluas 270 ha sebagai ikon kawasan hunian prestis yang nyaman dengan lingkungan yang asri, pusat komersial terkemuka, dan berbagai fasilitas modern berkelas dunia. Dengan masterplan yang terintegrasi, kota Summarecon Bekasi dirancang sebagai township yang berwawasan lingkungan dengan menyeimbangkan healthy living lifestyle yang harmonis",1.2095279e+09,8.4036346e+08,4.8832052e+07,3.4182436e+07,2.357409379310345,0.19970477,2063080276.8884416
742,https://www.rumah123.com/properti/bekasi/hos38967127/,Rumah Minimalis 1 Lantai 15 Menit ke Stasiun LRT Jati Mulya Siap KPR J25664,500000000.0,Bekasi,Bekasi,3.0,2.0,63.0,36.0,SHM,0.0,Bagus,1.0,"Taman Narogong Indah Bekasi
RAWALUMBU - KOTA BEKASI

Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.

SHM
LT 63
LB 36
1 Lantai
3 Kamar Tidur
2 Kamar Mandi
Sumber Air PDAM
Hadap Selatan

Fasilitas Sekitar Hunian:
7 menit ke SMP Negeri 33 Bekasi
7 menit ke SDN Pengasinan VIII
8 menit ke SD Bani Saleh 6
8 menit ke SMA Santa Lusia Bekasi
9 menit ke SDN Bojong Rawalumbu XI
9 menit ke SMP Negeri 41 Kota Bekasi
10 menit ke SMAN 13 Kota Bekasi

6 menit ke Pasar Tanah Merah Narogong
10 menit ke Pasar Rawalumbu
15 menit ke BTC Mall (GP Mall)
15 menit ke Blu Plaza

8 menit ke UPTD Puskesmas Pengasinan
10 menit ke Puskesmas Bojong Rawalumbu
10 menit ke Puskesmas Sepanjang jaya
10 menit ke RS. Rawa Lumbu
10 menit ke Rumah Sakit Puspa Husada
10 menit ke RS Siloam Bekasi Sepanjang Jaya
15 menit ke Rumah Sakit St. Elisabeth Bekasi

15 menit ke Terminal Bekasi
15 menit ke Stasiun Jati Mulya
15 menit ke Tol Bekasi Timur 1
15 menit ke Tol Bekasi Timur 2
20 menit ke Gerbang Tol Bekasi Barat 1
20 menit ke Stasiun Bekasi Barat
20 menit ke Stasiun Bekasi Timur

hubungi sekarang juga untuk konsultasi dan survey rumahnya (Silahkan tulis no.telp pada pesan untuk kami hubungi lebih lanjut)",6.247731e+08,3.429474e+08,3.425282e+07,2.3976974e+07,4.7953948,0.34973156,3410481246.062317
2173,https://www.rumah123.com/properti/tangerang/hos19351916/,"dijual cepat Rumah Bagus siap huni SHM Modernland, Tangerang",1700000000.0,Modernland,Tangerang,3.0,1.0,105.0,105.0,SHM,0.0,Bagus,2.0,"Di jual rumah modrnland 
Lt = 105 (7x15)
Lb = full bangunan
Kt = 3+1 kmr pmbnt
Km = 1+1 kmr pmbnt
Surat : SHM
Harga 1,7 M nego tipis",1.4980612e+09,7.7628166e+08,4.785998e+07,3.3501986e+07,1.9707050588235293,0.3891691,15900736545.577652
